District_x,Area Type,Total Population,Male Population,Female Population,Area (sq km),Population Density,State,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,OTHER RAPE,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,Literacy,Estimated Unemployment Rate (%),lat,lng
allahabad,Total,1395816.0,758719.0,637097.0,305.43,4570.0,uttar pradesh,2008,143,89,49,49,124,20,413,68,91,55,72.32,11.545,25.455,81.84
allahabad,Total,1395816.0,758719.0,637097.0,305.43,4570.0,uttar pradesh,2009,110,105,38,38,126,22,406,70,59,51,72.32,11.545,25.455,81.84
allahabad,Total,1395816.0,758719.0,637097.0,305.43,4570.0,uttar pradesh,2010,133,92,33,33,116,20,352,84,55,0,72.32,11.545,25.455,81.84
allahabad,Total,1395816.0,758719.0,637097.0,305.43,4570.0,uttar pradesh,2011,156,126,67,67,190,30,439,75,93,1,72.32,11.545,25.455,81.84
allahabad,Total,1395816.0,758719.0,637097.0,305.43,4570.0,uttar pradesh,2012,115,114,52,52,202,21,411,63,79,0,72.32,11.545,25.455,81.84
allahabad,Rural,181396.0,103209.0,78187.0,192.63,942.0,uttar pradesh,2001,167,224,42,42,75,21,1024,56,85,105,72.32,11.545,25.455,81.84
allahabad,Rural,181396.0,103209.0,78187.0,192.63,942.0,uttar pradesh,2002,146,188,40,40,63,17,506,63,57,55,72.32,11.545,25.455,81.84
allahabad,Rural,181396.0,103209.0,78187.0,192.63,942.0,uttar pradesh,2003,119,97,21,21,19,38,256,40,12,27,72.32,11.545,25.455,81.84
allahabad,Rural,181396.0,103209.0,78187.0,192.63,942.0,uttar pradesh,2004,144,148,23,23,53,26,346,57,24,35,72.32,11.545,25.455,81.84
allahabad,Rural,181396.0,103209.0,78187.0,192.63,942.0,uttar pradesh,2005,144,118,17,17,50,17,284,40,30,47,72.32,11.545,25.455,81.84
allahabad,Rural,181396.0,103209.0,78187.0,192.63,942.0,uttar pradesh,2006,132,93,22,22,64,11,279,46,40,46,72.32,11.545,25.455,81.84
allahabad,Rural,181396.0,103209.0,78187.0,192.63,942.0,uttar pradesh,2007,143,85,26,26,81,19,357,63,40,48,72.32,11.545,25.455,81.84
allahabad,Rural,181396.0,103209.0,78187.0,192.63,942.0,uttar pradesh,2008,143,89,49,49,124,20,413,68,91,55,72.32,11.545,25.455,81.84
allahabad,Rural,181396.0,103209.0,78187.0,192.63,942.0,uttar pradesh,2009,110,105,38,38,126,22,406,70,59,51,72.32,11.545,25.455,81.84
allahabad,Rural,181396.0,103209.0,78187.0,192.63,942.0,uttar pradesh,2010,133,92,33,33,116,20,352,84,55,0,72.32,11.545,25.455,81.84
allahabad,Rural,181396.0,103209.0,78187.0,192.63,942.0,uttar pradesh,2011,156,126,67,67,190,30,439,75,93,1,72.32,11.545,25.455,81.84
allahabad,Rural,181396.0,103209.0,78187.0,192.63,942.0,uttar pradesh,2012,115,114,52,52,202,21,411,63,79,0,72.32,11.545,25.455,81.84
allahabad,Urban,1214420.0,655510.0,558910.0,112.8,10766.0,uttar pradesh,2001,167,224,42,42,75,21,1024,56,85,105,72.32,11.545,25.455,81.84
allahabad,Urban,1214420.0,655510.0,558910.0,112.8,10766.0,uttar pradesh,2002,146,188,40,40,63,17,506,63,57,55,72.32,11.545,25.455,81.84
allahabad,Urban,1214420.0,655510.0,558910.0,112.8,10766.0,uttar pradesh,2003,119,97,21,21,19,38,256,40,12,27,72.32,11.545,25.455,81.84
allahabad,Urban,1214420.0,655510.0,558910.0,112.8,10766.0,uttar pradesh,2004,144,148,23,23,53,26,346,57,24,35,72.32,11.545,25.455,81.84
allahabad,Urban,1214420.0,655510.0,558910.0,112.8,10766.0,uttar pradesh,2005,144,118,17,17,50,17,284,40,30,47,72.32,11.545,25.455,81.84
allahabad,Urban,1214420.0,655510.0,558910.0,112.8,10766.0,uttar pradesh,2006,132,93,22,22,64,11,279,46,40,46,72.32,11.545,25.455,81.84
allahabad,Urban,1214420.0,655510.0,558910.0,112.8,10766.0,uttar pradesh,2007,143,85,26,26,81,19,357,63,40,48,72.32,11.545,25.455,81.84
allahabad,Urban,1214420.0,655510.0,558910.0,112.8,10766.0,uttar pradesh,2008,143,89,49,49,124,20,413,68,91,55,72.32,11.545,25.455,81.84
allahabad,Urban,1214420.0,655510.0,558910.0,112.8,10766.0,uttar pradesh,2009,110,105,38,38,126,22,406,70,59,51,72.32,11.545,25.455,81.84
allahabad,Urban,1214420.0,655510.0,558910.0,112.8,10766.0,uttar pradesh,2010,133,92,33,33,116,20,352,84,55,0,72.32,11.545,25.455,81.84
allahabad,Urban,1214420.0,655510.0,558910.0,112.8,10766.0,uttar pradesh,2011,156,126,67,67,190,30,439,75,93,1,72.32,11.545,25.455,81.84
allahabad,Urban,1214420.0,655510.0,558910.0,112.8,10766.0,uttar pradesh,2012,115,114,52,52,202,21,411,63,79,0,72.32,11.545,25.455,81.84
gorakhpur,Total,4440895.0,2277777.0,2163118.0,3321.0,1337.0,uttar pradesh,2001,96,74,13,13,52,8,378,16,25,36,70.83,11.545,26.7611,83.3667
gorakhpur,Total,4440895.0,2277777.0,2163118.0,3321.0,1337.0,uttar pradesh,2002,112,74,27,27,39,4,280,30,28,19,70.83,11.545,26.7611,83.3667
gorakhpur,Total,4440895.0,2277777.0,2163118.0,3321.0,1337.0,uttar pradesh,2003,82,64,13,13,32,5,169,18,22,25,70.83,11.545,26.7611,83.3667
gorakhpur,Total,4440895.0,2277777.0,2163118.0,3321.0,1337.0,uttar pradesh,2004,98,84,24,24,37,14,266,25,26,43,70.83,11.545,26.7611,83.3667
gorakhpur,Total,4440895.0,2277777.0,2163118.0,3321.0,1337.0,uttar pradesh,2005,94,67,24,24,27,2,266,16,22,25,70.83,11.545,26.7611,83.3667
gorakhpur,Total,4440895.0,2277777.0,2163118.0,3321.0,1337.0,uttar pradesh,2006,89,57,23,23,39,5,305,16,24,45,70.83,11.545,26.7611,83.3667
gorakhpur,Total,4440895.0,2277777.0,2163118.0,3321.0,1337.0,uttar pradesh,2007,75,58,19,19,51,7,255,23,22,76,70.83,11.545,26.7611,83.3667
gorakhpur,Total,4440895.0,2277777.0,2163118.0,3321.0,1337.0,uttar pradesh,2008,76,38,46,46,117,33,362,43,30,43,70.83,11.545,26.7611,83.3667
gorakhpur,Total,4440895.0,2277777.0,2163118.0,3321.0,1337.0,uttar pradesh,2009,79,56,43,43,94,13,338,50,44,47,70.83,11.545,26.7611,83.3667
gorakhpur,Total,4440895.0,2277777.0,2163118.0,3321.0,1337.0,uttar pradesh,2010,105,82,45,45,199,30,342,61,69,0,70.83,11.545,26.7611,83.3667
gorakhpur,Total,4440895.0,2277777.0,2163118.0,3321.0,1337.0,uttar pradesh,2011,105,100,50,50,215,17,407,41,71,0,70.83,11.545,26.7611,83.3667
gorakhpur,Total,4440895.0,2277777.0,2163118.0,3321.0,1337.0,uttar pradesh,2012,98,136,52,52,207,25,410,53,56,0,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,3604766.0,1838726.0,1766040.0,3106.35,1160.0,uttar pradesh,2001,96,74,13,13,52,8,378,16,25,36,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,3604766.0,1838726.0,1766040.0,3106.35,1160.0,uttar pradesh,2002,112,74,27,27,39,4,280,30,28,19,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,3604766.0,1838726.0,1766040.0,3106.35,1160.0,uttar pradesh,2003,82,64,13,13,32,5,169,18,22,25,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,3604766.0,1838726.0,1766040.0,3106.35,1160.0,uttar pradesh,2004,98,84,24,24,37,14,266,25,26,43,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,3604766.0,1838726.0,1766040.0,3106.35,1160.0,uttar pradesh,2005,94,67,24,24,27,2,266,16,22,25,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,3604766.0,1838726.0,1766040.0,3106.35,1160.0,uttar pradesh,2006,89,57,23,23,39,5,305,16,24,45,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,3604766.0,1838726.0,1766040.0,3106.35,1160.0,uttar pradesh,2007,75,58,19,19,51,7,255,23,22,76,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,3604766.0,1838726.0,1766040.0,3106.35,1160.0,uttar pradesh,2008,76,38,46,46,117,33,362,43,30,43,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,3604766.0,1838726.0,1766040.0,3106.35,1160.0,uttar pradesh,2009,79,56,43,43,94,13,338,50,44,47,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,3604766.0,1838726.0,1766040.0,3106.35,1160.0,uttar pradesh,2010,105,82,45,45,199,30,342,61,69,0,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,3604766.0,1838726.0,1766040.0,3106.35,1160.0,uttar pradesh,2011,105,100,50,50,215,17,407,41,71,0,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,3604766.0,1838726.0,1766040.0,3106.35,1160.0,uttar pradesh,2012,98,136,52,52,207,25,410,53,56,0,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,836129.0,439051.0,397078.0,214.65,3895.0,uttar pradesh,2001,96,74,13,13,52,8,378,16,25,36,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,836129.0,439051.0,397078.0,214.65,3895.0,uttar pradesh,2002,112,74,27,27,39,4,280,30,28,19,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,836129.0,439051.0,397078.0,214.65,3895.0,uttar pradesh,2003,82,64,13,13,32,5,169,18,22,25,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,836129.0,439051.0,397078.0,214.65,3895.0,uttar pradesh,2004,98,84,24,24,37,14,266,25,26,43,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,836129.0,439051.0,397078.0,214.65,3895.0,uttar pradesh,2005,94,67,24,24,27,2,266,16,22,25,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,836129.0,439051.0,397078.0,214.65,3895.0,uttar pradesh,2006,89,57,23,23,39,5,305,16,24,45,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,836129.0,439051.0,397078.0,214.65,3895.0,uttar pradesh,2007,75,58,19,19,51,7,255,23,22,76,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,836129.0,439051.0,397078.0,214.65,3895.0,uttar pradesh,2008,76,38,46,46,117,33,362,43,30,43,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,836129.0,439051.0,397078.0,214.65,3895.0,uttar pradesh,2009,79,56,43,43,94,13,338,50,44,47,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,836129.0,439051.0,397078.0,214.65,3895.0,uttar pradesh,2010,105,82,45,45,199,30,342,61,69,0,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,836129.0,439051.0,397078.0,214.65,3895.0,uttar pradesh,2011,105,100,50,50,215,17,407,41,71,0,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,836129.0,439051.0,397078.0,214.65,3895.0,uttar pradesh,2012,98,136,52,52,207,25,410,53,56,0,70.83,11.545,26.7611,83.3667
gorakhpur,Total,1629421.0,848449.0,780972.0,840.15,1939.0,uttar pradesh,2001,96,74,13,13,52,8,378,16,25,36,70.83,11.545,26.7611,83.3667
gorakhpur,Total,1629421.0,848449.0,780972.0,840.15,1939.0,uttar pradesh,2002,112,74,27,27,39,4,280,30,28,19,70.83,11.545,26.7611,83.3667
gorakhpur,Total,1629421.0,848449.0,780972.0,840.15,1939.0,uttar pradesh,2003,82,64,13,13,32,5,169,18,22,25,70.83,11.545,26.7611,83.3667
gorakhpur,Total,1629421.0,848449.0,780972.0,840.15,1939.0,uttar pradesh,2004,98,84,24,24,37,14,266,25,26,43,70.83,11.545,26.7611,83.3667
gorakhpur,Total,1629421.0,848449.0,780972.0,840.15,1939.0,uttar pradesh,2005,94,67,24,24,27,2,266,16,22,25,70.83,11.545,26.7611,83.3667
gorakhpur,Total,1629421.0,848449.0,780972.0,840.15,1939.0,uttar pradesh,2006,89,57,23,23,39,5,305,16,24,45,70.83,11.545,26.7611,83.3667
gorakhpur,Total,1629421.0,848449.0,780972.0,840.15,1939.0,uttar pradesh,2007,75,58,19,19,51,7,255,23,22,76,70.83,11.545,26.7611,83.3667
gorakhpur,Total,1629421.0,848449.0,780972.0,840.15,1939.0,uttar pradesh,2008,76,38,46,46,117,33,362,43,30,43,70.83,11.545,26.7611,83.3667
gorakhpur,Total,1629421.0,848449.0,780972.0,840.15,1939.0,uttar pradesh,2009,79,56,43,43,94,13,338,50,44,47,70.83,11.545,26.7611,83.3667
gorakhpur,Total,1629421.0,848449.0,780972.0,840.15,1939.0,uttar pradesh,2010,105,82,45,45,199,30,342,61,69,0,70.83,11.545,26.7611,83.3667
gorakhpur,Total,1629421.0,848449.0,780972.0,840.15,1939.0,uttar pradesh,2011,105,100,50,50,215,17,407,41,71,0,70.83,11.545,26.7611,83.3667
gorakhpur,Total,1629421.0,848449.0,780972.0,840.15,1939.0,uttar pradesh,2012,98,136,52,52,207,25,410,53,56,0,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,906721.0,468602.0,438119.0,674.25,1345.0,uttar pradesh,2001,96,74,13,13,52,8,378,16,25,36,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,906721.0,468602.0,438119.0,674.25,1345.0,uttar pradesh,2002,112,74,27,27,39,4,280,30,28,19,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,906721.0,468602.0,438119.0,674.25,1345.0,uttar pradesh,2003,82,64,13,13,32,5,169,18,22,25,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,906721.0,468602.0,438119.0,674.25,1345.0,uttar pradesh,2004,98,84,24,24,37,14,266,25,26,43,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,906721.0,468602.0,438119.0,674.25,1345.0,uttar pradesh,2005,94,67,24,24,27,2,266,16,22,25,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,906721.0,468602.0,438119.0,674.25,1345.0,uttar pradesh,2006,89,57,23,23,39,5,305,16,24,45,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,906721.0,468602.0,438119.0,674.25,1345.0,uttar pradesh,2007,75,58,19,19,51,7,255,23,22,76,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,906721.0,468602.0,438119.0,674.25,1345.0,uttar pradesh,2008,76,38,46,46,117,33,362,43,30,43,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,906721.0,468602.0,438119.0,674.25,1345.0,uttar pradesh,2009,79,56,43,43,94,13,338,50,44,47,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,906721.0,468602.0,438119.0,674.25,1345.0,uttar pradesh,2010,105,82,45,45,199,30,342,61,69,0,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,906721.0,468602.0,438119.0,674.25,1345.0,uttar pradesh,2011,105,100,50,50,215,17,407,41,71,0,70.83,11.545,26.7611,83.3667
gorakhpur,Rural,906721.0,468602.0,438119.0,674.25,1345.0,uttar pradesh,2012,98,136,52,52,207,25,410,53,56,0,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,722700.0,379847.0,342853.0,165.9,4356.0,uttar pradesh,2001,96,74,13,13,52,8,378,16,25,36,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,722700.0,379847.0,342853.0,165.9,4356.0,uttar pradesh,2002,112,74,27,27,39,4,280,30,28,19,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,722700.0,379847.0,342853.0,165.9,4356.0,uttar pradesh,2003,82,64,13,13,32,5,169,18,22,25,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,722700.0,379847.0,342853.0,165.9,4356.0,uttar pradesh,2004,98,84,24,24,37,14,266,25,26,43,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,722700.0,379847.0,342853.0,165.9,4356.0,uttar pradesh,2005,94,67,24,24,27,2,266,16,22,25,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,722700.0,379847.0,342853.0,165.9,4356.0,uttar pradesh,2006,89,57,23,23,39,5,305,16,24,45,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,722700.0,379847.0,342853.0,165.9,4356.0,uttar pradesh,2007,75,58,19,19,51,7,255,23,22,76,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,722700.0,379847.0,342853.0,165.9,4356.0,uttar pradesh,2008,76,38,46,46,117,33,362,43,30,43,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,722700.0,379847.0,342853.0,165.9,4356.0,uttar pradesh,2009,79,56,43,43,94,13,338,50,44,47,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,722700.0,379847.0,342853.0,165.9,4356.0,uttar pradesh,2010,105,82,45,45,199,30,342,61,69,0,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,722700.0,379847.0,342853.0,165.9,4356.0,uttar pradesh,2011,105,100,50,50,215,17,407,41,71,0,70.83,11.545,26.7611,83.3667
gorakhpur,Urban,722700.0,379847.0,342853.0,165.9,4356.0,uttar pradesh,2012,98,136,52,52,207,25,410,53,56,0,70.83,11.545,26.7611,83.3667
nizamabad,Total,595715.0,293212.0,302503.0,486.92,1223.0,andhra pradesh,2001,106,49,21,21,21,17,1383,19,55,15,61.25,5.404999999999999,18.6704,78.1
nizamabad,Total,595715.0,293212.0,302503.0,486.92,1223.0,andhra pradesh,2002,93,42,35,35,21,8,1934,17,71,24,61.25,5.404999999999999,18.6704,78.1
nizamabad,Total,595715.0,293212.0,302503.0,486.92,1223.0,andhra pradesh,2003,90,49,29,29,7,28,2135,11,61,32,61.25,5.404999999999999,18.6704,78.1
nizamabad,Total,595715.0,293212.0,302503.0,486.92,1223.0,andhra pradesh,2004,96,54,24,24,19,37,1856,17,74,46,61.25,5.404999999999999,18.6704,78.1
nizamabad,Total,595715.0,293212.0,302503.0,486.92,1223.0,andhra pradesh,2005,88,38,26,26,32,25,2025,16,88,41,61.25,5.404999999999999,18.6704,78.1
nizamabad,Total,595715.0,293212.0,302503.0,486.92,1223.0,andhra pradesh,2006,110,83,36,36,46,25,2127,18,115,64,61.25,5.404999999999999,18.6704,78.1
nizamabad,Total,595715.0,293212.0,302503.0,486.92,1223.0,andhra pradesh,2007,151,77,23,23,48,12,1695,25,88,59,61.25,5.404999999999999,18.6704,78.1
nizamabad,Total,595715.0,293212.0,302503.0,486.92,1223.0,andhra pradesh,2008,153,61,31,31,25,26,1969,16,70,85,61.25,5.404999999999999,18.6704,78.1
nizamabad,Total,595715.0,293212.0,302503.0,486.92,1223.0,andhra pradesh,2009,106,55,27,27,41,5,1595,19,79,75,61.25,5.404999999999999,18.6704,78.1
nizamabad,Total,595715.0,293212.0,302503.0,486.92,1223.0,andhra pradesh,2010,98,45,62,62,50,15,1805,21,114,75,61.25,5.404999999999999,18.6704,78.1
nizamabad,Total,595715.0,293212.0,302503.0,486.92,1223.0,andhra pradesh,2011,135,55,63,63,51,33,1900,27,98,100,61.25,5.404999999999999,18.6704,78.1
nizamabad,Total,595715.0,293212.0,302503.0,486.92,1223.0,andhra pradesh,2012,113,48,35,35,23,15,1332,19,100,102,61.25,5.404999999999999,18.6704,78.1
nizamabad,Rural,562812.0,276309.0,286503.0,480.08,1172.0,andhra pradesh,2001,106,49,21,21,21,17,1383,19,55,15,61.25,5.404999999999999,18.6704,78.1
nizamabad,Rural,562812.0,276309.0,286503.0,480.08,1172.0,andhra pradesh,2002,93,42,35,35,21,8,1934,17,71,24,61.25,5.404999999999999,18.6704,78.1
nizamabad,Rural,562812.0,276309.0,286503.0,480.08,1172.0,andhra pradesh,2003,90,49,29,29,7,28,2135,11,61,32,61.25,5.404999999999999,18.6704,78.1
nizamabad,Rural,562812.0,276309.0,286503.0,480.08,1172.0,andhra pradesh,2004,96,54,24,24,19,37,1856,17,74,46,61.25,5.404999999999999,18.6704,78.1
nizamabad,Rural,562812.0,276309.0,286503.0,480.08,1172.0,andhra pradesh,2005,88,38,26,26,32,25,2025,16,88,41,61.25,5.404999999999999,18.6704,78.1
nizamabad,Rural,562812.0,276309.0,286503.0,480.08,1172.0,andhra pradesh,2006,110,83,36,36,46,25,2127,18,115,64,61.25,5.404999999999999,18.6704,78.1
nizamabad,Rural,562812.0,276309.0,286503.0,480.08,1172.0,andhra pradesh,2007,151,77,23,23,48,12,1695,25,88,59,61.25,5.404999999999999,18.6704,78.1
nizamabad,Rural,562812.0,276309.0,286503.0,480.08,1172.0,andhra pradesh,2008,153,61,31,31,25,26,1969,16,70,85,61.25,5.404999999999999,18.6704,78.1
nizamabad,Rural,562812.0,276309.0,286503.0,480.08,1172.0,andhra pradesh,2009,106,55,27,27,41,5,1595,19,79,75,61.25,5.404999999999999,18.6704,78.1
nizamabad,Rural,562812.0,276309.0,286503.0,480.08,1172.0,andhra pradesh,2010,98,45,62,62,50,15,1805,21,114,75,61.25,5.404999999999999,18.6704,78.1
nizamabad,Rural,562812.0,276309.0,286503.0,480.08,1172.0,andhra pradesh,2011,135,55,63,63,51,33,1900,27,98,100,61.25,5.404999999999999,18.6704,78.1
nizamabad,Rural,562812.0,276309.0,286503.0,480.08,1172.0,andhra pradesh,2012,113,48,35,35,23,15,1332,19,100,102,61.25,5.404999999999999,18.6704,78.1
nizamabad,Urban,32903.0,16903.0,16000.0,6.84,4810.0,andhra pradesh,2001,106,49,21,21,21,17,1383,19,55,15,61.25,5.404999999999999,18.6704,78.1
nizamabad,Urban,32903.0,16903.0,16000.0,6.84,4810.0,andhra pradesh,2002,93,42,35,35,21,8,1934,17,71,24,61.25,5.404999999999999,18.6704,78.1
nizamabad,Urban,32903.0,16903.0,16000.0,6.84,4810.0,andhra pradesh,2003,90,49,29,29,7,28,2135,11,61,32,61.25,5.404999999999999,18.6704,78.1
nizamabad,Urban,32903.0,16903.0,16000.0,6.84,4810.0,andhra pradesh,2004,96,54,24,24,19,37,1856,17,74,46,61.25,5.404999999999999,18.6704,78.1
nizamabad,Urban,32903.0,16903.0,16000.0,6.84,4810.0,andhra pradesh,2005,88,38,26,26,32,25,2025,16,88,41,61.25,5.404999999999999,18.6704,78.1
nizamabad,Urban,32903.0,16903.0,16000.0,6.84,4810.0,andhra pradesh,2006,110,83,36,36,46,25,2127,18,115,64,61.25,5.404999999999999,18.6704,78.1
nizamabad,Urban,32903.0,16903.0,16000.0,6.84,4810.0,andhra pradesh,2007,151,77,23,23,48,12,1695,25,88,59,61.25,5.404999999999999,18.6704,78.1
nizamabad,Urban,32903.0,16903.0,16000.0,6.84,4810.0,andhra pradesh,2008,153,61,31,31,25,26,1969,16,70,85,61.25,5.404999999999999,18.6704,78.1
nizamabad,Urban,32903.0,16903.0,16000.0,6.84,4810.0,andhra pradesh,2009,106,55,27,27,41,5,1595,19,79,75,61.25,5.404999999999999,18.6704,78.1
nizamabad,Urban,32903.0,16903.0,16000.0,6.84,4810.0,andhra pradesh,2010,98,45,62,62,50,15,1805,21,114,75,61.25,5.404999999999999,18.6704,78.1
nizamabad,Urban,32903.0,16903.0,16000.0,6.84,4810.0,andhra pradesh,2011,135,55,63,63,51,33,1900,27,98,100,61.25,5.404999999999999,18.6704,78.1
nizamabad,Urban,32903.0,16903.0,16000.0,6.84,4810.0,andhra pradesh,2012,113,48,35,35,23,15,1332,19,100,102,61.25,5.404999999999999,18.6704,78.1
varanasi,Total,3676841.0,1921857.0,1754984.0,1535.0,2395.0,uttar pradesh,2001,78,89,27,27,35,20,324,31,19,90,75.6,11.545,25.3189,83.0128
varanasi,Total,3676841.0,1921857.0,1754984.0,1535.0,2395.0,uttar pradesh,2002,78,87,16,16,36,16,311,34,23,110,75.6,11.545,25.3189,83.0128
varanasi,Total,3676841.0,1921857.0,1754984.0,1535.0,2395.0,uttar pradesh,2003,74,48,7,7,7,11,131,21,4,71,75.6,11.545,25.3189,83.0128
varanasi,Total,3676841.0,1921857.0,1754984.0,1535.0,2395.0,uttar pradesh,2004,80,66,15,15,20,15,161,30,7,53,75.6,11.545,25.3189,83.0128
varanasi,Total,3676841.0,1921857.0,1754984.0,1535.0,2395.0,uttar pradesh,2005,73,65,8,8,19,15,81,19,8,43,75.6,11.545,25.3189,83.0128
varanasi,Total,3676841.0,1921857.0,1754984.0,1535.0,2395.0,uttar pradesh,2006,73,65,16,16,36,9,158,23,10,46,75.6,11.545,25.3189,83.0128
varanasi,Total,3676841.0,1921857.0,1754984.0,1535.0,2395.0,uttar pradesh,2007,66,61,20,20,38,12,269,35,20,120,75.6,11.545,25.3189,83.0128
varanasi,Total,3676841.0,1921857.0,1754984.0,1535.0,2395.0,uttar pradesh,2008,58,37,12,12,38,21,247,36,14,98,75.6,11.545,25.3189,83.0128
varanasi,Total,3676841.0,1921857.0,1754984.0,1535.0,2395.0,uttar pradesh,2009,32,43,10,10,35,6,186,29,12,72,75.6,11.545,25.3189,83.0128
varanasi,Total,3676841.0,1921857.0,1754984.0,1535.0,2395.0,uttar pradesh,2010,32,64,9,9,71,17,250,26,14,0,75.6,11.545,25.3189,83.0128
varanasi,Total,3676841.0,1921857.0,1754984.0,1535.0,2395.0,uttar pradesh,2011,48,53,11,11,76,16,218,41,17,0,75.6,11.545,25.3189,83.0128
varanasi,Total,3676841.0,1921857.0,1754984.0,1535.0,2395.0,uttar pradesh,2012,59,62,21,21,85,14,216,35,26,0,75.6,11.545,25.3189,83.0128
varanasi,Rural,2079790.0,1076526.0,1003264.0,1371.22,1517.0,uttar pradesh,2001,78,89,27,27,35,20,324,31,19,90,75.6,11.545,25.3189,83.0128
varanasi,Rural,2079790.0,1076526.0,1003264.0,1371.22,1517.0,uttar pradesh,2002,78,87,16,16,36,16,311,34,23,110,75.6,11.545,25.3189,83.0128
varanasi,Rural,2079790.0,1076526.0,1003264.0,1371.22,1517.0,uttar pradesh,2003,74,48,7,7,7,11,131,21,4,71,75.6,11.545,25.3189,83.0128
varanasi,Rural,2079790.0,1076526.0,1003264.0,1371.22,1517.0,uttar pradesh,2004,80,66,15,15,20,15,161,30,7,53,75.6,11.545,25.3189,83.0128
varanasi,Rural,2079790.0,1076526.0,1003264.0,1371.22,1517.0,uttar pradesh,2005,73,65,8,8,19,15,81,19,8,43,75.6,11.545,25.3189,83.0128
varanasi,Rural,2079790.0,1076526.0,1003264.0,1371.22,1517.0,uttar pradesh,2006,73,65,16,16,36,9,158,23,10,46,75.6,11.545,25.3189,83.0128
varanasi,Rural,2079790.0,1076526.0,1003264.0,1371.22,1517.0,uttar pradesh,2007,66,61,20,20,38,12,269,35,20,120,75.6,11.545,25.3189,83.0128
varanasi,Rural,2079790.0,1076526.0,1003264.0,1371.22,1517.0,uttar pradesh,2008,58,37,12,12,38,21,247,36,14,98,75.6,11.545,25.3189,83.0128
varanasi,Rural,2079790.0,1076526.0,1003264.0,1371.22,1517.0,uttar pradesh,2009,32,43,10,10,35,6,186,29,12,72,75.6,11.545,25.3189,83.0128
varanasi,Rural,2079790.0,1076526.0,1003264.0,1371.22,1517.0,uttar pradesh,2010,32,64,9,9,71,17,250,26,14,0,75.6,11.545,25.3189,83.0128
varanasi,Rural,2079790.0,1076526.0,1003264.0,1371.22,1517.0,uttar pradesh,2011,48,53,11,11,76,16,218,41,17,0,75.6,11.545,25.3189,83.0128
varanasi,Rural,2079790.0,1076526.0,1003264.0,1371.22,1517.0,uttar pradesh,2012,59,62,21,21,85,14,216,35,26,0,75.6,11.545,25.3189,83.0128
varanasi,Urban,1597051.0,845331.0,751720.0,163.78,9751.0,uttar pradesh,2001,78,89,27,27,35,20,324,31,19,90,75.6,11.545,25.3189,83.0128
